date,weight
2025-07-25 06:50:00,73.9
2025-07-30 09:09:00,74.2
2025-07-31 15:57:00,74.3
2025-08-05 06:10:00,75.1
2025-08-08 13:48:50,75.1
2025-08-08 13:48:54,75.1
2025-08-08 13:48:54,75.1
2025-08-08 13:48:54,75.1
2025-08-08 13:48:54,75.1
2025-08-15 07:09:00,75.6
2025-08-20 05:48:00,75.4
2025-08-25 07:31:00,76.4
2025-08-26 06:05:00,77.0
2025-08-27 07:28:00,76.1
2025-08-28 07:18:00,75.5
2025-09-05 06:39:00,75.8
2025-09-08 03:03:00,75.5
2025-09-12 06:38:00,75.6
2025-09-18 06:33:00,75.5
2025-09-19 06:33:00,75.6
2025-09-22 10:27:00,75.1
2025-10-05 08:32:00,76.2
2025-10-08 09:19:00,76.1
2025-10-12 08:24:00,76.6
2025-10-14 06:21:00,76.6
2025-10-19 04:58:00,79.4
2025-10-20 07:56:00,77.8
2025-10-21 06:05:00,77.8
2025-10-22 06:04:00,77.9
2025-10-29 06:35:00,77.7
2025-10-31 06:42:00,78.8
2025-11-01 07:59:00,76.8
2025-11-02 07:56:00,77.4
2025-11-03 07:07:00,78.2
2025-11-04 07:00:00,76.7
2025-11-05 07:26:00,77.0
2025-11-06 07:07:00,76.5
2025-11-07 07:24:00,77.1
2025-11-08 08:30:00,76.7
2025-11-11 07:12:00,76.7
2025-11-13 07:14:00,77.3
2025-11-14 07:06:00,78.0
2025-11-15 08:03:00,77.0
2025-11-16 09:54:00,77.7
2025-11-17 07:08:00,78.6
2025-11-20 06:31:00,79.4
2025-11-21 07:32:00,78.0
2025-11-22 06:32:00,78.2
2025-11-23 06:32:00,79.1
2025-11-24 07:31:00,78.2
2025-11-25 07:31:00,78.6
2025-11-26 07:28:00,78.5
2025-11-27 12:41:00,78.1
2025-11-28 12:42:00,78.5
2025-11-29 09:14:00,80.1
2025-11-30 06:58:00,79.0
2025-12-01 07:26:00,77.9
2025-12-03 07:28:00,77.2
2025-12-04 07:02:00,77.4
